Ринат Аюпов,realtor,Подольск,sale,flat,23,1,35.2,6500000.0,, Садовая,5к1,Подольск,,184659.09090909088
РЕАЛТИ,real_estate_agent,Подольск,sale,flat,17,1,38.0,5990000.0,,Профсоюзная ,4,Силикатная,Южный парк,157631.57894736843
,,Подольск,sale,flat,17,1,47.84,7415200.0,, Советская,18к2,Подольск,Мессиер 18,155000.0
,,Подольск,sale,flat,17,1,49.0,12200000.0,,Народная ,23,Подольск,Народный,248979.5918367347
,homeowner,Подольск,sale,flat,17,1,39.9,5800000.0,, Академика Доллежаля,7к2,Подольск,,145363.40852130327
,,Подольск,sale,flat,17,1,49.16,7619800.0,, Советская,18к2,Подольск,Мессиер 18,155000.0
,,Подольск,sale,flat,14,1,40.0,5490000.0,, Академика Доллежаля,10,Подольск,,137250.0
,,Подольск,sale,flat,2,1,29.7,4400000.0,, Лобачева,22,Подольск,,148148.14814814815
,,Подольск,sale,flat,17,1,47.84,7415200.0,, Советская,18к1,Подольск,Мессиер 18,155000.0
,,Подольск,sale,flat,5,1,30.4,4200000.0,,Пионерская ,18,Подольск,,138157.8947368421
,,Подольск,sale,flat,5,1,17.2,3300000.0,, Долгого,13,Подольск,,191860.46511627908
,,Подольск,sale,flat,17,1,49.98,7746900.0,, Советская,18к1,Подольск,Мессиер 18,155000.0
,,Подольск,sale,flat,9,1,29.0,5000000.0,, Большая Серпуховская,14,Подольск,,172413.7931034483
,,Подольск,sale,flat,15,1,36.4,4999900.0,, Кирова,76к2,Подольск,,137359.8901098901
,,Подольск,sale,flat,17,1,51.3,7951500.0,, Советская,18к2,Подольск,Мессиер 18,155000.0
,,Подольск,sale,flat,5,1,32.0,4200000.0,, Советская,3,Подольск,,131250.0
,,Подольск,sale,flat,5,1,35.4,3900000.0,,проспект 50 лет Октября,28,Подольск,,110169.49152542373
,,Подольск,sale,flat,17,1,51.3,7951500.0,, Советская,18к1,Подольск,Мессиер 18,155000.0
,,Подольск,sale,flat,18,1,37.0,7000000.0,,Рязановское шоссе,19,Силикатная,Рязановский,189189.1891891892
,,Подольск,sale,flat,10,1,34.0,6500000.0,,Тепличная ,7,Силикатная,,191176.4705882353
,,Подольск,sale,flat,10,1,30.2,6100000.0,,Высотная ,27/14,Подольск,,201986.7549668874
,homeowner,Подольск,sale,flat,5,1,39.8,5199000.0,,Ленинградская ,18,Подольск,,130628.1407035176
,,Подольск,sale,flat,3,1,37.0,4500000.0,,Осенний проезд,1,Подольск,,121621.62162162163
,,Подольск,sale,flat,14,1,38.2,5500000.0,,проезд Флотский,7,Подольск,,143979.05759162302
,,Подольск,sale,flat,9,1,33.1,4800000.0,, 43-й Армии,3,Подольск,,145015.10574018126
,,Подольск,sale,flat,18,1,37.1,6500000.0,,проезд Электромонтажный,11,Подольск,Южный,175202.1563342318
,,Подольск,sale,flat,16,1,35.8,5990000.0,, Кирова,7,Подольск,,167318.43575418997
,,Подольск,sale,flat,10,1,32.8,5300000.0,, Кирова,80А,Подольск,,161585.36585365856
,,Подольск,sale,flat,18,1,33.8,4160000.0,, Серпуховская,3А,Подольск,Дом на Серпуховской,123076.92307692309
,,Подольск,sale,flat,17,1,39.0,5850000.0,, Генерала Варенникова,4,Подольск,,150000.0
,,Подольск,sale,flat,5,1,31.7,4200000.0,, Свердлова,52Б,Подольск,,132492.11356466878
ID 28107019,homeowner,Подольск,sale,flat,9,1,33.3,4690000.0,,переулок Луговой,20А,Подольск,,140840.84084084086
Наталья Путятова,realtor,Подольск,sale,flat,4,1,37.0,6200000.0,,Революционный проспект,16а,Подольск,,167567.56756756757
ID 8584192,realtor,Подольск,sale,flat,17,1,37.8,6100000.0,,бульвар 65-летия Победы,12к1,Подольск,,161375.66137566138
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,14,1,38.7,5800000.0,, Академика Доллежаля,22,Подольск,,149870.8010335917
ID 19310,realtor,Подольск,sale,flat,3,1,26.0,2950000.0,,Плещеевская ,40,Силикатная,,113461.53846153847
Регион,real_estate_agent,Подольск,sale,flat,5,1,35.0,4500000.0,, Ватутина,32,Подольск,,128571.42857142857
ID 109753589,homeowner,Подольск,sale,flat,5,1,32.2,4400000.0,,Высотная ,3,Подольск,,136645.96273291923
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,14,1,39.3,5800000.0,,Октябрьский проспект,7а,Подольск,,147582.6972010178
ID 105586748,homeowner,Подольск,sale,flat,9,1,33.0,4590000.0,, Революции,3,Подольск,,139090.9090909091
Регион,real_estate_agent,Подольск,sale,flat,9,1,35.0,5200000.0,Подольск,Октябрьский проспект,2В,,,148571.42857142858
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,3,1,36.6,5500000.0,,Осенний проезд,1,Подольск,,150273.22404371583
Виктория Колотовкина,realtor,Подольск,sale,flat,9,1,33.0,4500000.0,,Красногвардейский бульвар,33,Подольск,,136363.63636363635
ID 501289,unknown,Подольск,sale,flat,5,1,18.0,2970000.0,, Заводская,14,Подольск,,165000.0
ID 6107872,homeowner,Подольск,sale,flat,16,1,35.0,7000000.0,,Курская ,4а,Подольск,,200000.0
Максим Радин,realtor,Подольск,sale,flat,17,1,38.1,7000000.0,,Парадный проезд,4а,Подольск,,183727.0341207349
Император,real_estate_agent,Подольск,sale,flat,5,1,39.8,6100000.0,,Революционный проспект,2/14,Подольск,,153266.33165829146
Денис Ложкин,realtor,Подольск,sale,flat,19,1,35.7,6000000.0,, Генерала Варенникова,2,Подольск,,168067.22689075628
Астория,real_estate_agent,Подольск,sale,flat,8,1,12.5,2800000.0,,Октябрьский проспект,9а,Подольск,,224000.0
Владимир Вишняков,realtor,Подольск,sale,flat,9,1,43.9,7200000.0,,Комсомольская ,46,Подольск,,164009.11161731207
ID 5591,realtor,Подольск,sale,flat,9,1,33.6,6000000.0,, Ульяновых,15,Подольск,,178571.42857142855
CENTURY 21 Столичная недвижимость,real_estate_agent,Подольск,sale,flat,9,1,33.2,5150000.0,,Юбилейная ,26,Подольск,,155120.48192771082
Император,real_estate_agent,Подольск,sale,flat,9,1,28.0,4600000.0,, Клемента Готвальда,17,Подольск,,164285.7142857143
Самолет Плюс Просторы,real_estate_agent,Подольск,sale,flat,14,1,38.3,6000000.0,, Академика Доллежаля,18,Подольск,,156657.96344647522
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,14,1,42.4,7990000.0,, Давыдова,16а,Подольск,,188443.3962264151
Астория,real_estate_agent,Подольск,sale,flat,5,1,18.6,3300000.0,, Заводская,14,Подольск,,177419.35483870967
ID 176160,unknown,Подольск,sale,flat,15,1,35.7,6000000.0,,Мраморная ,12,Подольск,,168067.22689075628
Татьяна Попова,realtor,Подольск,sale,flat,5,1,30.7,4300000.0,, Правды,24,Подольск,,140065.14657980457
ID 106921,realtor,Подольск,sale,flat,5,1,34.7,4390000.0,, Свердлова,27а,Подольск,,126512.9682997118
Ольга Павлова,realtor,Подольск,sale,flat,18,1,38.7,5200000.0,,проезд Электромонтажный,9,Подольск,Южный,134366.92506459946
ID 32498458,real_estate_agent,Подольск,sale,flat,18,1,37.3,6100000.0,,проезд Электромонтажный,11,Подольск,Южный,163538.8739946381
Самолет Плюс,real_estate_agent,Подольск,sale,flat,5,1,30.7,5100000.0,, Большая Ивановская,16,Подольск,,166123.77850162867
ЭТАЖИ Подольск,real_estate_agent,Подольск,sale,flat,3,1,31.1,3600000.0,,проезд Садовый,2,Подольск,,115755.6270096463
ИНКОМ-Недвижимость,real_estate_agent,Подольск,sale,flat,17,1,37.8,6700000.0,, Ульяновых,31,Подольск,Парковый,177248.67724867727
ID 121412665,homeowner,Подольск,sale,flat,4,1,32.5,4900000.0,,проспект Юных Ленинцев,82,Щербинка,,150769.23076923078
Павел Борисов,realtor,Подольск,sale,flat,17,1,43.7,7000000.0,,Юбилейная ,2а,Подольск,Фетищево,160183.06636155606
ID 12272620,realtor,Подольск,sale,flat,5,1,31.0,4790000.0,,Рабочая ,3а,Подольск,,154516.12903225806
Виталий Куринной,realtor,Подольск,sale,flat,9,1,30.4,5500000.0,,Тепличная ,11,Силикатная,,180921.05263157896
ID 13014413,unknown,Подольск,sale,flat,10,1,32.3,6400000.0,,проспект Ленина,150А,Подольск,,198142.41486068114
Астория,real_estate_agent,Подольск,sale,flat,14,1,39.8,6600000.0,,Сосновая ,2к3,Подольск,,165829.14572864323
ID 116379471,homeowner,Подольск,sale,flat,6,1,32.6,4600000.0,, Симферопольская,4,Подольск,,141104.2944785276
Астория,real_estate_agent,Подольск,sale,flat,5,1,13.2,3300000.0,, Заводская,14,Подольск,,250000.0
Кристина Захарова,realtor,Подольск,sale,flat,5,1,30.0,4450000.0,, Большая Серпуховская,56,Подольск,,148333.33333333334
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,5,1,32.3,4900000.0,, Свердлова,41,Подольск,,151702.78637770898
PORTAL ESTATE,real_estate_agent,Подольск,sale,flat,9,1,34.0,6000000.0,,Комсомольская ,42а,Подольск,,176470.58823529413
Наталья Дерун,realtor,Подольск,sale,flat,19,1,39.4,6300000.0,, Генерала Смирнова,18,Подольск,,159898.4771573604
ID 119439269,homeowner,Подольск,sale,flat,5,1,31.0,4600000.0,,Индустриальная ,25,Подольск,,148387.09677419355
Ольга Пантелеева,realtor,Подольск,sale,flat,12,1,43.0,7900000.0,, Свердлова,34к1,Подольск,,183720.93023255814
ID 12746661,homeowner,Подольск,sale,flat,10,1,34.0,5800000.0,, 8 Марта,9,Силикатная,,170588.23529411765
Лариса Маргиева,realtor,Подольск,sale,flat,17,1,56.4,5900000.0,, Серпуховская,3А,Подольск,Дом на Серпуховской,104609.92907801419
ID 1242760,homeowner,Подольск,sale,flat,5,1,32.0,5900000.0,,Революционный проспект,78/23,Подольск,,184375.0
Михаил Вохмянин,realtor,Подольск,sale,flat,5,1,31.0,3490000.0,, Школьная,50к6,Подольск,,112580.64516129032
На Петровке,real_estate_agent,Подольск,sale,flat,13,1,42.0,9000000.0,,бульвар Бородинский,2,Подольск,Бородино,214285.7142857143
Дмитрий Касюкин,realtor,Подольск,sale,flat,16,1,35.8,6400000.0,,Парковая ,36,Подольск,,178770.9497206704
ID 121814594,homeowner,Подольск,sale,flat,4,1,34.3,5100000.0,, Кирова,40,Подольск,,148688.04664723034
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,13,1,43.2,9100000.0,,бульвар Бородинский,17,Подольск,Бородино,210648.14814814815
Астория,real_estate_agent,Подольск,sale,flat,9,1,12.6,2999000.0,,Октябрьский проспект,9а,Подольск,,238015.87301587302
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,9,1,30.9,5000000.0,,Бородинская ,22,Подольск,,161812.29773462785
Самолет Плюс Москва,real_estate_agent,Подольск,sale,flat,9,1,33.2,5990000.0,, Веллинга,4,Подольск,,180421.68674698795
ДНВ Недвижимость офис Западный,real_estate_agent,Подольск,sale,flat,9,1,37.0,6100000.0,, Советская,1,Подольск,,164864.86486486485
